"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"182","GO:0007271","synaptic transmission, cholinergic",47,25,24.03,3827,0.44618,0.0233,1,0.835207916666667,"synaptic transmission, cholinergic",2
"183","GO:0008203","cholesterol metabolic process",90,54,46.02,1048,0.05603,0.02346,0.459948559160305,0.837453858921162,"nucleoside diphosphate metabolic process",19
"184","GO:1901566","organonitrogen compound biosynthetic pro...",1387,678,709.23,7655,0.96876,0.02366,1,0.841103223140496,"macromolecule biosynthetic process",2
"185","GO:0043525","positive regulation of neuron apoptotic ...",57,37,29.15,675,0.02464,0.02464,0.313113618906942,0.868761967213115,"intrinsic apoptotic signaling pathway in response to DNA damage",5
"186","GO:0010976","positive regulation of neuron projection...",267,150,136.53,1011,0.05314,0.02476,0.452189337289812,0.869429714285714,"positive regulation of mitotic sister chromatid segregation",11
"187","GO:0042752","regulation of circadian rhythm",136,57,69.54,8086,0.98804,0.02492,1,0.871490894308943,"regulation of circadian rhythm",1
"188","GO:0050769","positive regulation of neurogenesis",391,217,199.93,936,0.04297,0.02569,0.394893308431163,0.878358775510204,"positive regulation of vulval development",5
"189","GO:0046621","negative regulation of organ growth",38,25,19.43,988,0.04875,0.02608,0.423632575757576,0.878358775510204,"cell growth",2
"190","GO:0008104","protein localization",1742,937,890.76,335,0.00695,0.02623,0.176716894586895,0.878358775510204,"protein localization to adherens junction",10
"191","GO:0031400","negative regulation of protein modificat...",414,239,211.7,253,0.00339,0.02631,0.115273399209486,0.878358775510204,"negative regulation of macromolecule biosynthetic process",4
"192","GO:0046688","response to copper ion",57,35,29.15,1245,0.07687,0.02679,0.529843184357542,0.878358775510204,"cellular response to toxic substance",3
"193","GO:0036258","multivesicular body assembly",25,18,12.78,698,0.02802,0.02802,0.342653579545455,0.878358775510204,"intraciliary transport involved in cilium assembly",5
"194","GO:0007131","reciprocal meiotic recombination",58,38,29.66,582,0.01875,0.02814,0.275413447098976,0.878358775510204,"multi-organism reproductive process",11
"195","GO:0043112","receptor metabolic process",87,52,44.49,1123,0.06491,0.0282,0.497257996438112,0.878358775510204,"receptor metabolic process",1
"196","GO:0006479","protein methylation",100,50,51.13,4841,0.62902,0.0285,1,0.878358775510204,"protein methylation",3
"197","GO:0071897","DNA biosynthetic process",191,121,97.67,131,0.00039,0.02899,0.0256119847328244,0.878358775510204,"error-prone translesion synthesis",12
"198","GO:0060341","regulation of cellular localization",879,478,449.47,636,0.02283,0.02923,0.301236544342508,0.878358775510204,"negative regulation of protein secretion",9
"199","GO:0031668","cellular response to extracellular stimu...",247,140,126.3,945,0.04392,0.02962,0.399834666666667,0.878358775510204,"chemotaxis",4
"200","GO:0031623","receptor internalization",55,33,28.12,1560,0.11793,0.03022,0.621161386554622,0.878358775510204,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"201","GO:0007110","meiosis I cytokinesis",17,13,8.69,725,0.03026,0.03026,0.356124186046512,0.878358775510204,"multi-organism reproductive process",11
"202","GO:0050771","negative regulation of axonogenesis",40,24,20.45,2006,0.16713,0.03031,0.716045512948207,0.878358775510204,"positive regulation of vulval development",5
"203","GO:0006536","glutamate metabolic process",27,17,13.81,1843,0.14941,0.03033,0.690194194400423,0.878358775510204,"nucleoside diphosphate metabolic process",19
"204","GO:0034976","response to endoplasmic reticulum stress",249,157,127.32,73,8e-05,0.03196,0.00930054054054054,0.878358775510204,"nucleotide-excision repair, DNA gap filling",14
"205","GO:0000281","mitotic cytokinesis",114,73,58.29,254,0.0035,0.03319,0.11829125,0.878358775510204,"actomyosin contractile ring assembly",4
"206","GO:0016485","protein processing",164,92,83.86,1551,0.11397,0.03379,0.621161386554622,0.878358775510204,"chaperone-mediated protein folding",6
"207","GO:0007004","telomere maintenance via telomerase",57,42,29.15,132,0.00041,0.03397,0.0267214393939394,0.878358775510204,"error-prone translesion synthesis",12
"208","GO:0010965","regulation of mitotic sister chromatid s...",63,44,32.21,208,0.00192,0.03404,0.0790323444976077,0.878358775510204,"G1/S transition of mitotic cell cycle",13
"209","GO:1901698","response to nitrogen compound",891,474,455.6,1470,0.10245,0.03421,0.595131220968812,0.878358775510204,"response to unfolded protein",10
"210","GO:0032469","endoplasmic reticulum calcium ion homeos...",21,17,10.74,291,0.00482,0.03441,0.142008424657534,0.878358775510204,"cellular homeostasis",2
"211","GO:0051932","synaptic transmission, GABAergic",53,33,27.1,1141,0.06781,0.03444,0.50299396023198,0.878358775510204,"synaptic transmission, cholinergic",2
"212","GO:0044782","cilium organization",382,209,195.33,1293,0.08384,0.03445,0.544537327394209,0.878358775510204,"intraciliary transport involved in cilium assembly",5
"213","GO:0043171","peptide catabolic process",21,15,10.74,980,0.04861,0.03455,0.423632575757576,0.878358775510204,"positive regulation of cellular catabolic process",9
"214","GO:0006750","glutathione biosynthetic process",14,11,7.16,776,0.03457,0.03457,0.360644369747899,0.878358775510204,"S-adenosylmethionine metabolic process",2
"215","GO:1900409","positive regulation of cellular response...",14,11,7.16,779,0.03457,0.03457,0.360644369747899,0.878358775510204,"nucleotide-excision repair, DNA gap filling",14
"216","GO:0043648","dicarboxylic acid metabolic process",102,62,52.16,738,0.03092,0.03462,0.360440054200542,0.878358775510204,"nucleoside diphosphate metabolic process",19
"217","GO:0043113","receptor clustering",38,22,19.43,2669,0.25097,0.03466,0.80713828411215,0.878358775510204,"protein localization to adherens junction",10
"218","GO:0010324","membrane invagination",82,50,41.93,959,0.04598,0.03469,0.412047854166667,0.878358775510204,"membrane invagination",3
"219","GO:0019217","regulation of fatty acid metabolic proce...",54,35,27.61,713,0.0293,0.03472,0.352353106796116,0.878358775510204,"regulation of glucose metabolic process",3
"220","GO:1900242","regulation of synaptic vesicle endocytos...",17,16,8.69,95,0.00019,0.03472,0.017206,0.878358775510204,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"221","GO:0042026","protein refolding",13,12,6.65,214,0.00218,0.0348,0.0876380373831776,0.878358775510204,"chaperone-mediated protein folding",6
"222","GO:2000369","regulation of clathrin-dependent endocyt...",27,19,13.81,765,0.03389,0.03481,0.360644369747899,0.878358775510204,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"223","GO:0015936","coenzyme A metabolic process",12,10,6.14,656,0.02317,0.03486,0.302475735963581,0.878358775510204,"nucleoside diphosphate metabolic process",19
"224","GO:0071688","striated muscle myosin thick filament as...",12,10,6.14,657,0.02317,0.03486,0.302475735963581,0.878358775510204,"actin-mediated cell contraction",2
"225","GO:0046040","IMP metabolic process",15,11,7.67,1153,0.07018,0.03488,0.50299396023198,0.878358775510204,"nucleoside diphosphate metabolic process",19
"226","GO:0006013","mannose metabolic process",5,5,2.56,793,0.03492,0.03492,0.360644369747899,0.878358775510204,"disaccharide metabolic process",3
"227","GO:0006102","isocitrate metabolic process",5,5,2.56,794,0.03492,0.03492,0.360644369747899,0.878358775510204,"nucleoside diphosphate metabolic process",19
"228","GO:0008272","sulfate transport",5,5,2.56,797,0.03492,0.03492,0.360644369747899,0.878358775510204,"sulfate transport",1
"229","GO:0009148","pyrimidine nucleoside triphosphate biosy...",5,5,2.56,798,0.03492,0.03492,0.360644369747899,0.878358775510204,"nucleoside diphosphate metabolic process",19
"230","GO:0010312","detoxification of zinc ion",5,5,2.56,799,0.03492,0.03492,0.360644369747899,0.878358775510204,"cellular response to toxic substance",3
"231","GO:0014819","regulation of skeletal muscle contractio...",5,5,2.56,800,0.03492,0.03492,0.360644369747899,0.878358775510204,"regulation of skeletal muscle contraction",2
"232","GO:0015871","choline transport",5,5,2.56,802,0.03492,0.03492,0.360644369747899,0.878358775510204,"dsRNA transport",2
"233","GO:0034031","ribonucleoside bisphosphate catabolic pr...",5,5,2.56,805,0.03492,0.03492,0.360644369747899,0.878358775510204,"nucleoside diphosphate metabolic process",19
"234","GO:0034034","purine nucleoside bisphosphate catabolic...",5,5,2.56,806,0.03492,0.03492,0.360644369747899,0.878358775510204,"nucleoside diphosphate metabolic process",19
"235","GO:0051096","positive regulation of helicase activity",5,5,2.56,813,0.03492,0.03492,0.360644369747899,0.878358775510204,"positive regulation of hydrolase activity",8
"236","GO:0051311","meiotic metaphase chromosome alignment",5,5,2.56,814,0.03492,0.03492,0.360644369747899,0.878358775510204,"G1/S transition of mitotic cell cycle",13
"237","GO:0051598","meiotic recombination checkpoint signali...",5,5,2.56,815,0.03492,0.03492,0.360644369747899,0.878358775510204,"G1/S transition of mitotic cell cycle",13
"238","GO:0097376","interneuron axon guidance",5,5,2.56,817,0.03492,0.03492,0.360644369747899,0.878358775510204,"nervous system development",5
"239","GO:0099532","synaptic vesicle endosomal processing",5,5,2.56,818,0.03492,0.03492,0.360644369747899,0.878358775510204,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"240","GO:1902683","regulation of receptor localization to s...",5,5,2.56,820,0.03492,0.03492,0.360644369747899,0.878358775510204,"negative regulation of protein secretion",9
"241","GO:1903753","negative regulation of p38MAPK cascade",5,5,2.56,821,0.03492,0.03492,0.360644369747899,0.878358775510204,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",11
"242","GO:0006521","regulation of cellular amino acid metabo...",11,8,5.62,1720,0.12841,0.03492,0.633072338108883,0.878358775510204,"regulation of glucose metabolic process",3
"243","GO:1902108","regulation of mitochondrial membrane per...",31,18,15.85,2833,0.27714,0.03493,0.840703603667137,0.878358775510204,"ribosome disassembly",4
"244","GO:0036499","PERK-mediated unfolded protein response",12,8,6.14,2392,0.21635,0.03494,0.766265561959654,0.878358775510204,"response to unfolded protein",10
"245","GO:1901142","insulin metabolic process",12,8,6.14,2393,0.21635,0.03494,0.766265561959654,0.878358775510204,"insulin metabolic process",1
"246","GO:0060967","negative regulation of gene silencing by...",16,8,8.18,4877,0.6335,0.03502,1,0.878358775510204,"positive regulation of cellular metabolic process",3
"247","GO:0051248","negative regulation of protein metabolic...",648,364,331.35,278,0.00424,0.03647,0.131049283154122,0.892122321428572,"negative regulation of macromolecule biosynthetic process",4
"248","GO:0032436","positive regulation of proteasomal ubiqu...",92,56,47.04,845,0.03766,0.03766,0.377545075757576,0.892122321428572,"positive regulation of cellular catabolic process",9
"249","GO:0018996","molting cycle, collagen and cuticulin-ba...",23,16,11.76,1056,0.05793,0.03843,0.46791340167754,0.892122321428572,"molting cycle, collagen and cuticulin-based cuticle",1
"250","GO:0045724","positive regulation of cilium assembly",24,16,12.27,1370,0.09269,0.03847,0.579514585755814,0.892122321428572,"positive regulation of mitotic sister chromatid segregation",11
"251","GO:0090110","COPII-coated vesicle cargo loading",11,9,5.62,861,0.03849,0.03849,0.377545075757576,0.892122321428572,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"252","GO:0090148","membrane fission",11,9,5.62,862,0.03849,0.03849,0.377545075757576,0.892122321428572,"membrane invagination",3
"253","GO:0071396","cellular response to lipid",354,202,181.01,472,0.01293,0.03926,0.234843234714004,0.892122321428572,"response to unfolded protein",10
"254","GO:0010638","positive regulation of organelle organiz...",453,249,231.64,1002,0.05156,0.03947,0.442685309381238,0.892122321428572,"positive regulation of mitotic sister chromatid segregation",11
"255","GO:0006164","purine nucleotide biosynthetic process",224,130,114.54,607,0.02117,0.0396,0.299344975450082,0.892122321428572,"nucleoside diphosphate metabolic process",19
"256","GO:0006457","protein folding",165,112,84.37,32,8e-06,0.0398,0.00215075,0.892122321428572,"chaperone-mediated protein folding",6
"257","GO:0016233","telomere capping",38,26,19.43,660,0.02327,0.04013,0.303320924242424,0.892122321428572,"chromosome condensation",7
"258","GO:0051100","negative regulation of binding",113,64,57.78,1811,0.13926,0.04014,0.661542672556599,0.892122321428572,"positive regulation of hydrolase activity",8
"259","GO:0006376","mRNA splice site recognition",25,18,12.78,699,0.02802,0.0402,0.342653579545455,0.892122321428572,"regulation of alternative mRNA splicing, via spliceosome",6
"260","GO:0044539","long-chain fatty acid import into cell",16,13,8.18,480,0.01336,0.04023,0.234843234714004,0.892122321428572,"protein localization to adherens junction",10
"261","GO:0097320","plasma membrane tubulation",15,11,7.67,1154,0.07018,0.04031,0.50299396023198,0.892122321428572,"membrane invagination",3
"262","GO:0016188","synaptic vesicle maturation",8,7,4.09,889,0.04034,0.04034,0.377545075757576,0.892122321428572,"neuron remodeling",2
"263","GO:0033567","DNA replication, Okazaki fragment proces...",8,7,4.09,892,0.04034,0.04034,0.377545075757576,0.892122321428572,"error-prone translesion synthesis",12
"264","GO:0046129","purine ribonucleoside biosynthetic proce...",8,7,4.09,893,0.04034,0.04034,0.377545075757576,0.892122321428572,"nucleoside diphosphate metabolic process",19
"265","GO:0051177","meiotic sister chromatid cohesion",8,7,4.09,896,0.04034,0.04034,0.377545075757576,0.892122321428572,"chromosome condensation",7
"266","GO:0051257","meiotic spindle midzone assembly",8,7,4.09,897,0.04034,0.04034,0.377545075757576,0.892122321428572,"regulation of mitotic spindle assembly",7
"267","GO:1900150","regulation of defense response to fungus",8,7,4.09,901,0.04034,0.04034,0.377545075757576,0.892122321428572,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",11
"268","GO:1905244","regulation of modification of synaptic s...",8,7,4.09,905,0.04034,0.04034,0.377545075757576,0.892122321428572,"regulation of biological quality",3
"269","GO:0046475","glycerophospholipid catabolic process",15,10,7.67,2032,0.17239,0.04037,0.722392191914272,0.892122321428572,"retinol metabolic process",4
"270","GO:1900117","regulation of execution phase of apoptos...",20,11,10.23,3841,0.4522,0.04046,1,0.892122321428572,"intrinsic apoptotic signaling pathway in response to DNA damage",5
"271","GO:0031440","regulation of mRNA 3'-end processing",40,20,20.45,4717,0.619,0.04053,1,0.892122321428572,"regulation of alternative mRNA splicing, via spliceosome",6
"272","GO:0000413","protein peptidyl-prolyl isomerization",24,17,12.27,921,0.04055,0.04055,0.377545075757576,0.892122321428572,"protein methylation",3
"273","GO:1903053","regulation of extracellular matrix organ...",40,18,20.45,6167,0.82545,0.04065,1,0.892122321428572,"positive regulation of mitotic sister chromatid segregation",11
"274","GO:0006936","muscle contraction",187,83,95.62,7860,0.97391,0.04085,1,0.894230407124682,"regulation of skeletal muscle contraction",2
"275","GO:1901137","carbohydrate derivative biosynthetic pro...",529,261,270.5,6134,0.81544,0.0411,1,0.896454379746836,"endoplasmic reticulum mannose trimming",2
"276","GO:0048514","blood vessel morphogenesis",334,160,170.79,6825,0.89626,0.04116,1,0.896454379746836,"nervous system development",5
"277","GO:0009725","response to hormone",714,391,365.1,662,0.02339,0.04156,0.303964003021148,0.902880505050505,"response to unfolded protein",10
"278","GO:0048488","synaptic vesicle endocytosis",58,43,29.66,115,0.00028,0.04251,0.0204138983050847,0.921192770780856,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"279","GO:0036503","ERAD pathway",88,57,45,331,0.00654,0.04424,0.169980725075529,0.95387649122807,"response to unfolded protein",10
"280","GO:0000398","mRNA splicing, via spliceosome",340,211,173.86,48,2.3e-05,0.04467,0.00387978431372549,0.960740025,"regulation of alternative mRNA splicing, via spliceosome",6
"281","GO:0072583","clathrin-dependent endocytosis",49,35,25.06,245,0.00303,0.04588,0.106396285714286,0.984303341645885,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"282","GO:0032482","Rab protein signal transduction",44,26,22.5,2079,0.18224,0.0463,0.752976922410056,0.987964271604938,"Cdc42 protein signal transduction",2
"283","GO:0048260","positive regulation of receptor-mediated...",49,28,25.06,2541,0.24216,0.04651,0.797768036117381,0.987964271604938,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"284","GO:0006283","transcription-coupled nucleotide-excisio...",66,41,33.75,970,0.04702,0.04702,0.417023773195876,0.996003341523341,"nucleotide-excision repair, DNA gap filling",14
"285","GO:0034599","cellular response to oxidative stress",233,133,119.14,848,0.03775,0.04712,0.377545075757576,0.996003341523341,"nucleotide-excision repair, DNA gap filling",14
"286","GO:1903078","positive regulation of protein localizat...",32,21,16.36,1203,0.07055,0.04803,0.50299396023198,1,"negative regulation of protein secretion",9
"287","GO:0008593","regulation of Notch signaling pathway",158,81,80.79,4061,0.51892,0.04857,1,1,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",11
"288","GO:0009949","polarity specification of anterior/poste...",21,15,10.74,981,0.04861,0.04861,0.423632575757576,1,"determination of left/right symmetry",3
"289","GO:0042574","retinal metabolic process",21,15,10.74,982,0.04861,0.04861,0.423632575757576,1,"retinol metabolic process",4
"290","GO:0070979","protein K11-linked ubiquitination",21,15,10.74,983,0.04861,0.04861,0.423632575757576,1,"protein methylation",3
"291","GO:0048666","neuron development",1092,558,558.38,4199,0.52293,0.04869,1,1,"nervous system development",5
"292","GO:0001709","cell fate determination",153,77,78.24,4703,0.61164,0.04875,1,1,"cell fate determination",1
"293","GO:0051591","response to cAMP",73,43,37.33,1529,0.11175,0.04967,0.621161386554622,1,"response to unfolded protein",10
