"input","LION name","LION ID","match"
"[#0215] Cer 51:9;O2|Cer 25:3;O2/26:6","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0216] Cer 52:3;O2|Cer 19:2;O2/33:1","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0217] Cer 53:3;O2|Cer 19:2;O2/34:1","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0218] Cer 54:5;O2|Cer 18:2;O2/36:3","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0219] Cer 55:12;O4|Cer 33:7;O3(FA 22:4)","C22:4","LION:0002935","smart matching"
"[#0220] Cer 56:2;O2|Cer 28:0;O2/28:2","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0221] Cer 56:5;O2|Cer 18:2;O2/38:3","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0222] Cer 57:8;O2|Cer 25:2;O2/32:6","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0223] Cer 58:5;O2|Cer 30:0;O2/28:5","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0224] Cer 58:6;O2|Cer 20:3;O2/38:3","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0225] Cer 61:4;O2|Cer 23:0;O2/38:4","N-acylsphingosines (ceramides) [SP0201]","LION:0012441","smart matching"
"[#0226] CoQ10","not found","not found",""
"[#0227] CoQ7","not found","not found",""
"[#0228] DG 10:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0229] DG 13:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0229] DG 13:0","C13:0","LION:0022223","smart matching"
"[#0230] DG 14:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0230] DG 14:0","C14:0","LION:0000259","smart matching"
"[#0231] DG 15:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0231] DG 15:0","C15:0","LION:0022229","smart matching"
"[#0232] DG 15:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0232] DG 15:1","C15:1","LION:0022230","smart matching"
"[#0233] DG 16:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0233] DG 16:0","C16:0","LION:0002882","smart matching"
"[#0234] DG 16:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0234] DG 16:1","C16:1","LION:0002900","smart matching"
"[#0235] DG 16:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0236] DG 17:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0236] DG 17:0","C17:0","LION:0022231","smart matching"
"[#0237] DG 17:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0237] DG 17:1","C17:1","LION:0022234","smart matching"
"[#0238] DG 18:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0238] DG 18:0","C18:0","LION:0002921","smart matching"
"[#0239] DG 18:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0239] DG 18:1","C18:1","LION:0002922","smart matching"
"[#0240] DG 19:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0240] DG 19:0","C19:0","LION:0022241","smart matching"
"[#0241] DG 19:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0241] DG 19:1","C19:1","LION:0022242","smart matching"
"[#0242] DG 19:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0242] DG 19:2","C19:2","LION:0022245","smart matching"
"[#0243] DG 20:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0243] DG 20:1","C20:1","LION:0002926","smart matching"
"[#0244] DG 20:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0244] DG 20:2","C20:2","LION:0002927","smart matching"
"[#0245] DG 20:2|DG 10:1_10:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0245] DG 20:2|DG 10:1_10:1","C20:2","LION:0002927","smart matching"
"[#0246] DG 20:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0246] DG 20:3","C20:3","LION:0002928","smart matching"
"[#0247] DG 20:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0247] DG 20:4","C20:4","LION:0002929","smart matching"
"[#0248] DG 21:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0248] DG 21:1","C21:1","LION:0022262","smart matching"
"[#0249] DG 21:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0249] DG 21:2","C21:2","LION:0022263","smart matching"
"[#0250] DG 21:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0250] DG 21:3","C21:3","LION:0022264","smart matching"
"[#0251] DG 21:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0251] DG 21:4","C21:4","LION:0022265","smart matching"
"[#0252] DG 22:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0252] DG 22:0","C22:0","LION:0002931","smart matching"
"[#0253] DG 22:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0253] DG 22:1","C22:1","LION:0002932","smart matching"
"[#0254] DG 22:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0254] DG 22:2","C22:2","LION:0002933","smart matching"
"[#0255] DG 22:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0255] DG 22:3","C22:3","LION:0002934","smart matching"
"[#0256] DG 22:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0256] DG 22:4","C22:4","LION:0002935","smart matching"
"[#0257] DG 23:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0257] DG 23:1","C23:1","LION:0022267","smart matching"
"[#0258] DG 23:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0258] DG 23:3","C23:3","LION:0022269","smart matching"
"[#0259] DG 23:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0259] DG 23:4","C23:4","LION:0022270","smart matching"
"[#0260] DG 23:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0260] DG 23:5","C23:5","LION:0022271","smart matching"
"[#0261] DG 24:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0261] DG 24:1","C24:1","LION:0002939","smart matching"
"[#0262] DG 24:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0262] DG 24:2","C24:2","LION:0002940","smart matching"
"[#0263] DG 24:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0263] DG 24:3","C24:3","LION:0002941","smart matching"
"[#0264] DG 24:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0264] DG 24:4","C24:4","LION:0002942","smart matching"
"[#0265] DG 24:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0265] DG 24:5","C24:5","LION:0002943","smart matching"
"[#0266] DG 25:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0266] DG 25:1","C25:1","LION:0022273","smart matching"
"[#0267] DG 25:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0267] DG 25:4","C25:4","LION:0022276","smart matching"
"[#0268] DG 25:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0268] DG 25:5","C25:5","LION:0022277","smart matching"
"[#0269] DG 26:0","DG(26:0)","LION:0100466","direct"
"[#0270] DG 26:1","DG(26:1)","LION:0100467","direct"
"[#0271] DG 26:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0271] DG 26:2","C26:2","LION:0002982","smart matching"
"[#0272] DG 26:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0272] DG 26:4","C26:4","LION:0002984","smart matching"
"[#0273] DG 26:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0273] DG 26:5","C26:5","LION:0002985","smart matching"
"[#0274] DG 26:6","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0274] DG 26:6","C26:6","LION:0002986","smart matching"
"[#0275] DG 27:1","DG(27:1)","LION:0100469","direct"
"[#0276] DG 27:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0277] DG 27:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0278] DG 27:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0279] DG 27:6","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0280] DG 28:0","DG(28:0)","LION:0000627","direct"
"[#0281] DG 28:2","DG(28:2)","LION:0000629","direct"
"[#0282] DG 28:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0283] DG 28:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0284] DG 28:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0285] DG 28:6","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0286] DG 29:0","DG(29:0)","LION:0100470","direct"
"[#0287] DG 29:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0288] DG 29:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0289] DG 29:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0290] DG 30:0","DG(30:0)","LION:0000630","direct"
"[#0291] DG 30:1","DG(30:1)","LION:0000631","direct"
"[#0292] DG 30:3","DG(30:3)","LION:0100473","direct"
"[#0293] DG 30:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0294] DG 30:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0295] DG 30:6","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0296] DG 30:7","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0297] DG 30:8","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0298] DG 31:0","DG(31:0)","LION:0100474","direct"
"[#0299] DG 31:1","DG(31:1)","LION:0100475","direct"
"[#0300] DG 31:3","DG(31:3)","LION:0100477","direct"
"[#0301] DG 31:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0302] DG 32:0","DG(32:0)","LION:0000633","direct"
"[#0303] DG 32:1","DG(32:1)","LION:0000634","direct"
"[#0304] DG 32:1|DG 16:0_16:1","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0305] DG 32:2","DG(32:2)","LION:0000635","direct"
"[#0306] DG 32:3","DG(32:3)","LION:0000636","direct"
"[#0307] DG 32:4","DG(32:4)","LION:0000637","direct"
"[#0308] DG 32:5","DG(32:5)","LION:0100478","direct"
"[#0309] DG 32:6","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0310] DG 32:7","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0311] DG 32:8","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0312] DG 32:8|DG 16:4_16:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0313] DG 33:0","DG(33:0)","LION:0100479","direct"
"[#0314] DG 33:1","DG(33:1)","LION:0100480","direct"
"[#0315] DG 33:2","DG(33:2)","LION:0100481","direct"
"[#0316] DG 33:3","DG(33:3)","LION:0100482","direct"
"[#0317] DG 33:4","DG(33:4)","LION:0100483","direct"
"[#0318] DG 33:5","DG(33:5)","LION:0100498","direct"
"[#0319] DG 33:6","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0320] DG 34:0","DG(34:0)","LION:0000638","direct"
"[#0321] DG 34:1","DG(34:1)","LION:0000639","direct"
"[#0322] DG 34:2|DG 16:0_18:2","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0323] DG 34:3","DG(34:3)","LION:0000641","direct"
"[#0324] DG 34:5","DG(34:5)","LION:0000643","direct"
"[#0325] DG 34:6","DG(34:6)","LION:0000644","direct"
"[#0326] DG 34:6|DG 16:1_18:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0327] DG 34:7","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0328] DG 34:8","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0329] DG 35:0","DG(35:0)","LION:0100484","direct"
"[#0330] DG 35:1","DG(35:1)","LION:0100485","direct"
"[#0331] DG 35:2","DG(35:2)","LION:0100486","direct"
"[#0332] DG 35:3","DG(35:3)","LION:0100487","direct"
"[#0333] DG 35:4","DG(35:4)","LION:0100488","direct"
"[#0334] DG 35:8","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0335] DG 36:0","DG(36:0)","LION:0000645","direct"
"[#0336] DG 36:0|DG 18:0_18:0","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0337] DG 36:1","DG(36:1)","LION:0000646","direct"
"[#0338] DG 36:2","DG(36:2)","LION:0000647","direct"
"[#0339] DG 36:3","DG(36:3)","LION:0000648","direct"
"[#0340] DG 36:4","DG(36:4)","LION:0000649","direct"
"[#0341] DG 36:4|DG 16:0_20:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0342] DG 36:5","DG(36:5)","LION:0000650","direct"
"[#0343] DG 36:5|DG 16:0_20:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0344] DG 36:6","DG(36:6)","LION:0000651","direct"
"[#0345] DG 36:6|DG 18:3_18:3","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0346] DG 36:7","DG(36:7)","LION:0000652","direct"
"[#0347] DG 36:8","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0348] DG 36:9","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0349] DG 36:9|DG 18:4_18:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0350] DG 37:1","DG(37:1)","LION:0100491","direct"
"[#0351] DG 37:3","DG(37:3)","LION:0100493","direct"
"[#0352] DG 37:4","DG(37:4)","LION:0100494","direct"
"[#0353] DG 37:5","DG(37:5)","LION:0100495","direct"
"[#0354] DG 37:8","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0355] DG 38:0","DG(38:0)","LION:0000653","direct"
"[#0356] DG 38:10","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0357] DG 38:3","DG(38:3)","LION:0000656","direct"
"[#0358] DG 38:4","DG(38:4)","LION:0000657","direct"
"[#0359] DG 38:4|DG 16:0_22:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0360] DG 38:5|DG 16:0_22:5","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0361] DG 38:6","DG(38:6)","LION:0000659","direct"
"[#0362] DG 38:7","DG(38:7)","LION:0000660","direct"
"[#0363] DG 38:8","DG(38:8)","LION:0000661","direct"
"[#0364] DG 38:9","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0365] DG 39:0","DG(39:0)","LION:0100500","direct"
"[#0366] DG 39:1","DG(39:1)","LION:0100501","direct"
"[#0367] DG 39:2","DG(39:2)","LION:0100502","direct"
"[#0368] DG 39:3","DG(39:3)","LION:0100503","direct"
"[#0369] DG 39:4","DG(39:4)","LION:0100504","direct"
"[#0370] DG 39:5","DG(39:5)","LION:0100505","direct"
"[#0371] DG 39:8","DG(39:8)","LION:0100508","direct"
"[#0372] DG 39:9","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0373] DG 40:10","DG(40:10)","LION:0000664","direct"
"[#0374] DG 40:11","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0375] DG 40:3","DG(40:3)","LION:0000666","direct"
"[#0376] DG 40:4","DG(40:4)","LION:0000667","direct"
"[#0377] DG 40:4|DG 18:0_22:4","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0378] DG 40:5","DG(40:5)","LION:0000668","direct"
"[#0379] DG 40:7","DG(40:7)","LION:0000670","direct"
"[#0380] DG 40:8","DG(40:8)","LION:0000671","direct"
"[#0381] DG 41:10","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0382] DG 41:11","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0383] DG 41:7","DG(41:7)","LION:0100516","direct"
"[#0384] DG 41:8","DG(41:8)","LION:0100517","direct"
"[#0385] DG 42:0","DG(42:0)","LION:0000673","direct"
"[#0386] DG 42:1","DG(42:1)","LION:0000674","direct"
"[#0387] DG 42:10","DG(42:10)","LION:0000675","direct"
"[#0388] DG 42:5","DG(42:5)","LION:0000680","direct"
"[#0389] DG 42:7","DG(42:7)","LION:0000682","direct"
"[#0390] DG 42:8","DG(42:8)","LION:0000683","direct"
"[#0391] DG 43:11","diacylglycerols [GL0201]","LION:0000607","smart matching"
"[#0392] DG 43:4","DG(43:4)","LION:0100522","direct"
"[#0393] DG 44:6","DG(44:6)","LION:0000694","direct"
"[#0394] DG 44:8","DG(44:8)","LION:0000696","direct"
"[#0395] DG 44:9","DG(44:9)","LION:0000697","direct"
"[#0396] DG 45:11","DG(45:11)","LION:0100541","direct"
"[#0397] DG 45:5","DG(45:5)","LION:0100534","direct"
"[#0398] DG 45:6","DG(45:6)","LION:0100535","direct"
"[#0399] DG 45:7","DG(45:7)","LION:0100536","direct"
"[#0400] DG 46:10","DG(46:10)","LION:0000700","direct"
"[#0401] DG 46:12","DG(46:12)","LION:0000702","direct"
"[#0402] DG 46:6","DG(46:6)","LION:0000708","direct"
"[#0403] DG 46:8","DG(46:8)","LION:0000710","direct"
"[#0404] DG 47:13","DG(47:13)","LION:0100556","direct"
"[#0405] DG 47:6","DG(47:6)","LION:0100549","direct"
"[#0406] DG 47:7","DG(47:7)","LION:0100550","direct"
"[#0407] DG 48:11","DG(48:11)","LION:0000715","direct"
"[#0408] DG 48:12","DG(48:12)","LION:0000716","direct"
"[#0409] DG 49:1","DG(49:1)","LION:0100558","direct"
"[#0410] DG 49:8","DG(49:8)","LION:0100565","direct"
"[#0411] DG 50:11","DG(50:11)","LION:0100581","direct"
"[#0412] DG 50:14","DG(50:14)","LION:0100599","direct"
"[#0413] DG 50:3","DG(50:3)","LION:0100573","direct"
"[#0414] DG 51:5","DG(51:5)","LION:0100590","direct"
"[#0415] DG 51:8","DG(51:8)","LION:0100593","direct"
"[#0416] DG 52:12","DG(52:12)","LION:0100613","direct"
"[#0417] DG 52:4","DG(52:4)","LION:0100605","direct"
"[#0418] DG 52:6","DG(52:6)","LION:0100607","direct"
"[#0419] DG 52:7","DG(52:7)","LION:0100608","direct"
"[#0420] DG O-29:0|DG O-17:0_12:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0421] DG O-31:0|DG O-16:0_15:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0422] DG O-32:0|DG O-16:0_16:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0423] DG O-32:0|DG O-18:0_14:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0424] DG O-32:0|DG O-20:0_12:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0425] DG O-32:3|DG O-18:2_14:1","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0426] DG O-33:1|DG O-17:1_16:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0427] DG O-33:3|DG O-21:3_12:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0428] DG O-34:0|DG O-18:0_16:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0429] DG O-34:0|DG O-20:0_14:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0430] DG O-34:1|DG O-18:1_16:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0431] DG O-34:2|DG O-20:1_14:1","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0432] DG O-34:3|DG O-18:2_16:1","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0433] DG O-34:4|DG O-18:0_16:4","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0434] DG O-35:0|DG O-17:0_18:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0435] DG O-35:0|DG O-23:0_12:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0436] DG O-35:1|DG O-21:0_14:1","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0437] DG O-35:3|DG O-19:3_16:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0438] DG O-36:0|DG O-24:0_12:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0439] DG O-36:2|DG O-20:1_16:1","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0440] DG O-37:0|DG O-25:0_12:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0441] DG O-37:2|DG O-20:2_17:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0442] DG O-37:3|DG O-21:3_16:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0443] DG O-37:5|DG O-19:3_18:2","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0444] DG O-37:7|DG O-19:3_18:4","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0445] DG O-41:8|DG O-19:3_22:5","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0446] DG O-44:1|DG O-17:1_27:0","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0447] DG O-45:6|DG O-19:0_26:6","1-alkyl,2-acylglycerols [GL0202]","LION:0000608","smart matching"
"[#0448] DGDG 27:0|DGDG 12:0_15:0","not found","not found",""
"[#0449] DGDG 27:1|DGDG 12:0_15:1","not found","not found",""
"[#0450] DGDG 27:3|DGDG 12:0_15:3","not found","not found",""
"[#0451] DGDG 34:0|DGDG 14:0_20:0","not found","not found",""
"[#0452] DGDG 34:4|DGDG 16:0_18:4","not found","not found",""
"[#0453] DGDG 34:5|DGDG 16:1_18:4","not found","not found",""
"[#0454] DGDG 34:6|DGDG 16:2_18:4","not found","not found",""
"[#0455] DGDG 36:0|DGDG 14:0_22:0","not found","not found",""
"[#0456] DGDG 36:1|DGDG 14:0_22:1","not found","not found",""
"[#0457] DGDG 36:6|DGDG 16:1_20:5","not found","not found",""
"[#0458] DGDG 36:7|DGDG 16:2_20:5","not found","not found",""
"[#0459] DGDG 36:7|DGDG 18:3_18:4","not found","not found",""
"[#0460] DGDG 36:8|DGDG 18:4_18:4","not found","not found",""
"[#0461] DGDG 38:0|DGDG 16:0_22:0","not found","not found",""
"[#0462] DGDG 38:10|DGDG 18:5_20:5","not found","not found",""
"[#0463] DGDG 38:7|DGDG 16:1_22:6","not found","not found",""
"[#0464] DGDG 38:8|DGDG 16:2_22:6","not found","not found",""
"[#0465] DGDG 38:8|DGDG 18:3_20:5","not found","not found",""
"[#0466] DGDG 38:9|DGDG 18:4_20:5","not found","not found",""
"[#0467] DGDG 40:10|DGDG 18:4_22:6","not found","not found",""
"[#0468] DGDG 40:10|DGDG 20:5_20:5","not found","not found",""
"[#0469] DGDG 42:11|DGDG 20:5_22:6","not found","not found",""
"[#0470] DGDG O-13:0","C13:0","LION:0022223","smart matching"
"[#0471] DMPE 34:3|DMPE 16:0_18:3","not found","not found",""
"[#0472] DMPE 36:4|DMPE 16:0_20:4","not found","not found",""
"[#0473] DMPE 40:10|DMPE 20:5_20:5","not found","not found",""
"[#0474] Diisodecyl phthalate (also known as the production of plastic)","not found","not found",""
"[#0475] Dioctyl phthalate (also known as the production of plastic)","not found","not found",""
"[#0476] Dodecylbenzenesulfonic acid","not found","not found",""
"[#0477] FA 14:0","FFA(14:0)","LION:0001744","direct"
"[#0478] FA 14:0;O","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0478] FA 14:0;O","C14:0","LION:0000259","smart matching"
"[#0479] FA 14:1","FFA(14:1)","LION:0001745","direct"
"[#0480] FA 15:0","FFA(15:0)","LION:0022255","direct"
"[#0481] FA 15:4","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0482] FA 16:0","FFA(16:0)","LION:0001746","direct"
"[#0483] FA 16:1","FFA(16:1)","LION:0001747","direct"
"[#0484] FA 16:2","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0485] FA 17:0","FFA(17:0)","LION:0022259","direct"
"[#0486] FA 17:1","FFA(17:1)","LION:0022260","direct"
"[#0487] FA 18:0","FFA(18:0)","LION:0001748","direct"
"[#0488] FA 18:0;O2","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0488] FA 18:0;O2","C18:0","LION:0002921","smart matching"
"[#0489] FA 18:1","FFA(18:1)","LION:0001749","direct"
"[#0490] FA 18:1;O","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0490] FA 18:1;O","C18:1","LION:0002922","smart matching"
"[#0491] FA 18:2","FFA(18:2)","LION:0001750","direct"
"[#0492] FA 18:2;O","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0492] FA 18:2;O","C18:2","LION:0002923","smart matching"
"[#0493] FA 18:2;O2","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0493] FA 18:2;O2","C18:2","LION:0002923","smart matching"
"[#0494] FA 18:3","FFA(18:3)","LION:0001751","direct"
"[#0495] FA 18:4","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0496] FA 19:0","FFA(19:0)","LION:0022281","direct"
"[#0497] FA 19:1","FFA(19:1)","LION:0022282","direct"
"[#0498] FA 19:5","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0499] FA 20:0","FFA(20:0)","LION:0001752","direct"
"[#0500] FA 20:1","FFA(20:1)","LION:0001753","direct"
"[#0501] FA 20:2","FFA(20:2)","LION:0001754","direct"
"[#0502] FA 20:3","FFA(20:3)","LION:0001755","direct"
"[#0503] FA 20:4","FFA(20:4)","LION:0001756","direct"
"[#0504] FA 20:5","FFA(20:5)","LION:0001757","direct"
"[#0505] FA 21:0","FFA(21:0)","LION:0022285","direct"
"[#0506] FA 22:0","FFA(22:0)","LION:0001759","direct"
"[#0507] FA 22:1","FFA(22:1)","LION:0001760","direct"
"[#0508] FA 22:2","FFA(22:2)","LION:0001761","direct"
"[#0509] FA 22:3","FFA(22:3)","LION:0001762","direct"
"[#0510] FA 22:4","FFA(22:4)","LION:0001763","direct"
"[#0511] FA 22:5","FFA(22:5)","LION:0001764","direct"
"[#0512] FA 22:6","FFA(22:6)","LION:0001765","direct"
"[#0513] FA 23:0","FFA(23:0)","LION:0022290","direct"
"[#0514] FA 24:0","FFA(24:0)","LION:0001766","direct"
"[#0515] FA 25:0","FFA(25:0)","LION:0022296","direct"
"[#0516] FA 26:0","FFA(26:0)","LION:0001774","direct"
"[#0517] FA 27:0","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0518] FA 28:0","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0519] FA 28:6","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0520] FA 28:7","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0521] FA 30:0","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0522] FA 30:6","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0523] FA 30:7","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0524] FA 32:1","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0525] FA 32:7","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0526] FA 32:9","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0527] FA 34:7","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0528] FA 36:10","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
