Measurement Name :,20230624_SDR710_Run04_Plate08_PR,,Generated On :,"24/06/2023, 18:00:41",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.06.23 17:26:32,26.23,173.2,143.86,168.43,188.1,215.48,191.39,201.26,182.1,215.17,178.54,174.47,166.14,180.3,185,202.47,184.6,147.45,205.91,193.65,168.86,202.47,104.51,135.71,171.09,,27,965,33,26.78,
24.06.23 17:26:47,26.48,175.59,155.72,171.01,202.63,225.37,206.51,202.96,204.68,232.58,183.45,196.18,182.72,169.6,181.13,206.21,185.16,143.3,212.01,180.25,194.49,209.15,156.23,163.31,242.33,,27,965,33,26.8,965B6-(E1);
24.06.23 17:27:02,26.73,182.28,137.51,178.56,210.03,228.9,210.86,194.78,225.3,219.33,205.48,185.08,186.26,184.91,213.08,214.63,216.54,153.99,211.7,175.3,194.2,228.79,157.63,147.12,248.19,,27,965,33,26.81,965B6-(E1);
24.06.23 17:27:17,26.98,188.22,151.05,170.23,199.91,180.46,199.9,207.53,218.15,212.8,166.72,183.99,181.37,215.61,180.03,198.19,198.78,154.25,184.42,193.08,180.56,189.07,140.24,183.83,221.8,,27,965,33,26.81,
24.06.23 17:27:32,27.23,200.3,147.96,187.01,196.66,235.13,222.31,203.25,230.2,212.21,225.11,184.54,203.99,200.06,195.34,231.53,202.24,127.76,171.34,170.93,180,192.87,150.12,182.44,244.79,,27,965,33,26.83,
24.06.23 17:27:47,27.48,187.95,167.3,190.48,217.26,230.38,171.98,222.31,221.57,199.67,205.19,204.07,192.57,213.61,174.56,226.44,195.63,140.21,211.09,204.47,191.34,236.36,138.07,180.22,240.49,,27,965,33,26.84,965B6-(E1);
24.06.23 17:28:02,27.73,180.66,158.6,173.86,198.01,215.48,179.11,182.84,218.15,206.05,175.29,195.34,203.14,183.82,183.34,233.34,207.16,143.56,199.27,189.15,199.11,206.64,144.61,160.89,203.94,,27,965,33,26.85,
24.06.23 17:28:17,27.98,204.48,146.16,191.55,207.28,216.35,184.11,188.64,227.02,243.64,227.76,189.22,188.99,206.51,208.17,225.25,201.08,169.43,203.49,219.9,205.51,223.31,164.1,167.9,204.52,,27,965,33,26.85,
24.06.23 17:28:32,28.23,195.88,143.35,170.49,198.55,196.45,168.44,205.81,209.42,225.62,194.78,212.92,195.06,199.22,188.61,215.8,189.95,162.19,201.98,194.5,198.24,182.36,142.97,173.62,202.21,,27,965,33,26.85,
24.06.23 17:28:47,28.48,213.2,161.49,186.48,201.27,219.53,148.95,208.68,204.4,189.93,204.62,206.06,175.18,196.72,169.68,222.28,210.66,146.15,215.7,192.8,197.08,201.09,142.7,176.36,229.57,,27,965,33,26.85,
24.06.23 17:29:02,28.73,188.22,152.35,196.13,217.26,243.54,219.06,208.96,231.07,237.78,206.33,190.05,216.2,238.39,193.93,227.04,211.25,171.05,197.17,210.25,210.22,188.26,157.63,164.11,220.91,,27,965,33,26.86,965B6-(E1);
24.06.23 17:29:17,28.98,191.49,154.16,189.41,203.17,215.77,184.38,212.42,208.58,217.84,209.47,204.35,197.83,201.18,196.75,216.1,204.26,144.08,202.28,193.65,195.64,193.14,141.33,157.42,188.28,,27,965,33,26.85,
24.06.23 17:29:32,29.23,190.13,164.39,163.05,194.51,193.67,178.01,220.85,213.91,207.52,181.54,185.63,163.25,197,209.03,212.3,191.08,140.73,192.69,176.94,211.69,194.78,148.19,140.87,210.91,,27,965,33,26.86,965B6-(E1);
24.06.23 17:29:47,29.48,202.25,173.45,199.93,201.81,233.35,174.16,224.08,218.44,224.11,212.62,218.42,177.05,211.61,224.22,206.5,211.25,156.88,219.09,181.63,217.03,195.6,134.82,175.81,237.14,,27,965,33,26.85,965B6-(E1);
24.06.23 17:30:02,29.73,201.69,153.38,185.95,215.3,249.31,196.2,213.86,225.58,228.33,175.56,210.05,198.39,178.95,208.74,213.76,210.37,149.53,200.77,198.18,200.56,197.24,138.34,153.17,225.97,,27,965,33,26.85,965B6-(E1);
24.06.23 17:30:17,29.98,192.86,156.25,179.08,199.64,224.49,166,196.18,203.85,189.36,202.64,195.06,173.31,209.06,209.9,192.52,194.78,162.99,179.16,169.3,190.19,181.29,113.58,120.99,188.56,,27,965,33,26.86,965B6-(E1);
24.06.23 17:30:32,30.23,183.89,143.35,187.54,217.54,205.75,195.35,208.68,195.05,220.22,190.06,206.91,202.58,202.29,185,205.06,200.22,149.27,205,194.5,166.66,197.79,134.01,170.61,213.83,,27,965,33,26.86,965B6-(E1);
24.06.23 17:30:47,30.48,180.13,160.7,176.99,211.42,239.02,193.08,206.1,230.2,217.54,186.47,203.22,204.83,195.33,191.69,215.51,213.3,153.72,193.59,200.75,209.33,223.89,139.7,148.69,223.29,,27,965,33,26.85,
24.06.23 17:31:02,30.73,193.68,166.77,185.68,203.17,238.42,212.9,190.31,205.51,220.22,195.34,180.71,204.27,200.9,206.15,223.17,196.78,172.41,215.7,187.75,206.69,183.69,121.73,178.29,214.71,,27,965,33,26.86,965B6-(E1);
24.06.23 17:31:17,30.98,166.36,146.93,167.14,193.44,217.21,129.07,180.65,192.87,188.51,185.92,174.2,182.72,192.85,153.16,193.65,183.2,145.11,182.95,184.13,185.64,196.15,136.44,143.2,231.38,,27,965,33,26.86,
24.06.23 17:31:32,31.23,181.47,193.11,177.51,199.1,169.94,188.86,194.5,221,196.5,183.72,184.81,180.56,207.64,199.59,203.91,212.13,142.79,200.47,180.25,189.91,187.73,145.99,154.23,208.29,,27,965,33,26.85,
24.06.23 17:31:47,31.48,198.36,138.52,184.36,205.91,215.48,195.06,189.75,211.1,205.47,188.95,194.78,184.9,178.41,203.86,212.88,205.13,145.89,216.01,174.48,192.2,177.57,112.02,136.99,223.88,,27,965,33,26.85,965B6-(E1);
24.06.23 17:32:02,31.73,180.13,136,177.51,195.59,191.44,214.07,207.82,190.43,201.69,182.9,229.26,190.09,216.18,193.09,186.35,186.57,154.77,195.08,176.67,157.93,181.02,142.97,149.48,206.54,,27,965,33,26.86,
24.06.23 17:32:17,31.98,194.23,154.42,158.22,207,198.13,208.25,212.71,195.6,239.01,218.69,194.5,188.99,211.9,174.01,217.86,200.79,154.25,201.98,193.37,183.94,206.36,131.59,171.98,213.83,,27,965,33,26.85,
24.06.23 17:32:32,32.23,173.73,148.73,179.08,178.62,234.54,180.5,218.8,200.53,203.14,182.36,169.9,171.71,193.4,156.32,215.51,181.53,145.37,186.48,189.71,160.64,209.99,124.38,148.43,251.92,,27,965,33,26.85,
24.06.23 17:32:47,32.48,193.68,181.29,207.6,225.99,230.38,188.02,220.26,226.74,246.43,195.62,237,225.17,219.06,200.72,227.64,239.71,171.32,226.57,219.01,191.91,223.31,157.07,190.82,263.25,,27,965,33,26.84,965B6-(E1);
24.06.23 17:33:02,32.73,205.04,171.04,189.41,210.86,189.78,197.33,219.68,204.68,224.41,182.36,194.78,161.94,219.92,214.54,202.18,197.06,158.74,212.01,194.21,188.2,193.42,121.46,160.62,251.92,,27,965,33,26.85,
24.06.23 17:33:17,32.98,196.98,162.54,182.24,199.91,226.84,199.04,188.92,205.51,233.49,181.54,212.35,181.64,196.44,196.19,198.19,208.33,176.21,198.37,201.89,194.78,171.51,160.15,158.48,222.39,,27,965,33,26.83,
24.06.23 17:33:32,33.23,180.66,136,169.98,202.08,222.74,185.22,205.81,206.07,209.27,165.92,206.06,191.47,197,176.74,212.88,188.82,166.74,205,172.84,191.91,206.08,138.88,173.89,231.38,,27,965,33,26.84,
24.06.23 17:33:47,33.48,193.13,175.06,198.84,199.37,212.03,183.83,220.85,223.57,210.15,170.46,225.73,192.02,215.61,202.15,222.58,204.84,155.83,196.27,177.22,188.48,209.99,139.7,166.54,232.89,,27,965,33,26.81,965B6-(E1);
24.06.23 17:34:02,33.73,207.84,153.12,183.03,212.25,222.15,195.35,203.53,223.57,207.81,181.81,209.19,206.81,222.24,190.85,239.4,207.74,172.95,220.96,188.87,205.51,209.15,159.03,150.8,231.68,,27,965,33,26.81,
24.06.23 17:34:17,33.98,172.67,172.91,201.02,208.1,208.88,184.38,228.21,208.02,197.94,181.26,215.23,187.08,196.72,220.97,213.17,207.74,171.32,196.87,191.96,215.55,204.69,136.17,146.33,222.69,,27,965,33,26.81,965B6-(E1);
24.06.23 17:34:32,34.23,187.95,145.14,196.94,197.74,205.75,202.77,197.87,236.03,211.03,183.18,206.62,203.14,209.06,198.17,216.39,220.69,164.33,198.37,205.91,187.91,217.61,146.81,162.77,231.38,,27,965,33,26.78,
24.06.23 17:34:47,34.48,186.05,142.58,157.72,176.53,198.41,159.29,173.3,189.08,190.78,176.11,198.14,168.52,184.09,196.19,188.02,160.69,153.2,164.75,173.93,162.55,205.25,112.02,140.35,218.84,,27,965,33,26.8,
24.06.23 17:35:02,34.73,173.2,141.82,165.35,203.72,239.92,195.06,198.72,219.01,208.39,169.39,212.64,185.71,180.3,205.58,197.62,198.21,150.84,190.02,192.52,182.25,188.8,135.63,151.85,252.86,,27,965,33,26.77,
24.06.23 17:35:17,34.98,190.4,146.67,197.21,198.28,222.45,223.5,221.14,194.78,219.62,196.74,216.68,189.82,227.48,195.06,228.24,208.33,166.47,208.65,191.68,199.69,189.89,142.15,153.44,207.99,,27,965,33,26.78,965B6-(E1);
24.06.23 17:35:32,35.23,190.4,166.51,187.01,203.99,201.22,185.22,214.44,221,213.39,186.19,208.34,198.67,193.4,211.05,205.92,218.31,166.2,221.27,191.68,192.48,224.17,148.19,159.82,226.87,,27,965,33,26.75,
24.06.23 17:35:47,35.48,182.54,146.16,174.38,202.35,216.06,174.99,218.22,201.64,212.8,187.57,198.14,180.02,215.04,184.72,208.52,193.36,157.94,190.32,172.57,172.18,190.7,118.83,156.62,228.07,,27,965,33,26.75,
24.06.23 17:36:02,35.73,205.59,171.57,203.48,213.08,201.22,212.31,221.43,238.38,231.67,178.27,210.63,203.99,207.36,217.16,240.01,224.87,177.31,216.31,209.09,189.05,228.21,140.79,163.58,280.63,,27,965,33,26.74,
24.06.23 17:36:17,35.98,176.12,142.58,177.77,196.66,213.46,185.22,208.1,234.28,188.79,175.29,199.55,178.94,215.61,201.29,206.79,184.88,150.84,189.13,191.11,190.19,188.8,126.24,162.77,218.84,,27,965,33,26.74,
24.06.23 17:36:32,36.23,181.47,142.84,177.51,196.66,213.18,181.88,205.81,218.44,211.33,157.22,193.66,181.91,202.29,190.57,212.88,200.51,160.86,195.67,184.68,191.62,195.33,140.51,152.38,235.61,,27,965,33,26.71,
24.06.23 17:36:48,36.5,190.67,154.68,177.25,203.17,205.18,204.49,210.4,219.86,198.51,180.17,211.77,185.99,207.08,197.6,204.19,199.64,158.74,200.47,174.2,204.35,203.58,150.12,144.77,235.31,,27,965,33,26.71,
24.06.23 17:37:03,36.75,179.06,119.85,162.28,173.16,205.75,170.89,200.41,180.5,205.76,174.49,173.39,166.67,199.5,178.93,179.13,181.8,130.03,168.47,160.42,167.76,193.14,125.18,123.25,220.32,,27,965,33,26.7,
24.06.23 17:37:18,37,194.78,145.39,167.4,174.46,209.45,180.77,215.02,215.04,219.62,183.72,225.73,189.27,217.62,201.29,209.1,216.84,160.06,195.08,185.8,177.2,180.22,129.44,148.43,214.71,,27,965,33,26.7,
24.06.23 17:37:33,37.25,185.51,184.57,187.01,209.76,216.64,188.58,188.09,212.78,197.65,188.12,191.99,198.67,196.44,192.53,197.9,210.08,171.32,201.07,197.05,180.28,222.45,131.32,128.56,258.82,,27,965,33,26.69,
24.06.23 17:37:48,37.5,168.46,150.28,176.21,182.29,214.04,156.89,219.09,211.1,206.93,169.92,191.16,173.04,203.98,200.16,200.75,188.82,150.06,200.77,169.3,180.28,199.44,143.52,142.42,206.25,,27,965,33,26.67,
24.06.23 17:38:03,37.75,203.08,149.76,171.27,184.39,230.68,178.29,208.68,223,172.83,199.82,229.86,164.3,204.26,180.03,207.94,192.22,159.27,178.86,175.3,187.34,193.42,141.33,142.68,231.38,,27,965,33,26.66,
24.06.23 17:38:18,38,176.66,146.16,173.86,190.5,229.2,189.7,205.24,209.42,210.15,197.58,206.06,182.72,191.19,167.52,200.47,199.64,155.3,190.02,188.87,184.23,197.24,129.98,145.03,206.54,,27,965,33,26.64,965B6-(E1);
24.06.23 17:38:33,38.25,181.47,128.98,167.91,184.66,212.03,180.77,184.5,217.02,197.94,172.06,197.86,187.08,181.92,192.81,192.8,210.37,125.25,183.25,177.77,174.96,203.58,133.47,124.01,231.38,,27,965,33,26.66,
24.06.23 17:38:48,38.5,189.58,166.24,176.99,183.6,198.41,189.14,188.37,232.53,203.43,193.66,226.9,168.79,211.9,180.03,201.61,208.33,132.56,175.09,189.43,195.07,183.16,130.78,141.39,212.95,,27,965,33,26.66,
24.06.23 17:39:03,38.75,188.77,152.35,172.04,184.92,202.35,182.99,193.94,209.98,212.21,190.06,206.91,175.71,256.83,207.88,202.47,187.13,159.53,189.73,180.52,183.38,181.29,143.52,145.29,241.41,,27,965,33,26.66,
24.06.23 17:39:18,39,205.87,154.68,204.57,178.88,227.43,198.76,245.64,235.45,213.1,206.04,220.75,184.08,210.76,215.41,206.79,188.26,170.78,197.47,185.8,192.77,194.51,162.69,173.89,219.13,,27,965,33,26.67,965B6-(E1);
24.06.23 17:39:33,39.25,208.96,151.05,201.02,207.83,200.38,216.71,206.1,228.18,201.11,191.44,186.74,188.99,218.48,219.8,221.4,236.65,169.7,207.74,186.63,204.35,220.17,158.19,141.39,249.75,,27,965,33,26.67,
24.06.23 17:39:48,39.5,200.02,150.79,177.51,187.04,227.14,177.74,183.39,205.79,188.79,204.91,227.2,155.69,186.81,224.22,197.05,197.35,166.74,179.45,176.12,192.2,186.11,126.51,145.55,239.88,,27,965,33,26.7,
24.06.23 17:40:03,39.75,174.79,155.99,184.89,192.9,213.46,190.82,206.38,217.59,220.82,157.22,197.3,184.35,215.61,183.34,216.1,190.23,153.99,195.38,205.62,182.81,187.99,171.2,149.48,241.41,,27,965,33,26.71,
24.06.23 17:40:18,40,182.81,153.9,184.36,211.69,229.49,200.47,197.59,237.79,198.8,181.81,232.53,191.19,197,177.29,225.85,222.77,165.4,219.4,195.91,195.64,219.31,149.29,170.34,211.78,,27,965,33,26.74,
24.06.23 17:40:33,40.25,166.1,152.87,171.53,187.04,193.39,177.46,206.38,203.85,199.09,178.54,214.37,178.67,218.77,189.45,199.33,203.68,143.82,185.89,182.74,189.05,200.82,126.51,134.17,198.49,,27,965,33,26.77,
24.06.23 17:40:48,40.5,201.69,143.6,198.84,186.51,216.64,197.62,226.14,242.51,242.4,207.18,209.77,195.89,217.04,218.62,222.88,225.46,150.84,205.91,187.47,190.76,227.63,154.56,165.19,247.27,,27,965,33,26.78,
24.06.23 17:41:03,40.75,194.78,154.94,190.75,201.81,248.09,193.08,213.57,236.32,237.16,180.45,225.14,197.28,218.19,225.11,206.79,209.2,137.65,205.61,199.32,192.2,214.49,140.24,137.51,246.65,,27,965,33,26.81,
24.06.23 17:41:18,41,208.12,153.38,190.48,220.62,209.45,191.39,203.82,233.11,224.11,189.23,208.05,223.72,204.82,225.7,235.15,228.17,173.22,228.76,221.08,208.15,225.32,138.07,174.99,226.57,,27,965,33,26.83,
24.06.23 17:41:33,41.25,209.53,165.71,192.89,205.09,218.37,176.91,228.21,249.36,204.89,214.35,255.25,198.11,205.95,223.04,228.83,238.79,167.81,218.48,220.78,202.01,220.74,167.5,163.31,232.28,,27,965,33,26.85,
24.06.23 17:41:48,41.5,184.97,134.24,182.51,176.79,201.79,214.07,173.03,211.66,186.81,164.86,208.34,158.81,175.46,184.45,190.27,187.41,133.32,203.19,188.31,197.08,213.93,124.64,120.49,166.19,,27,965,33,26.86,
24.06.23 17:42:03,41.75,228.13,169.7,204.02,196.12,240.52,214.36,217.93,240.44,228.03,218.69,207.19,216.78,213.89,205.87,235.15,208.33,164.06,220.96,201.32,211.4,209.43,161.56,147.38,243.56,,27,965,33,26.88,
24.06.23 17:42:18,42,204.76,149.76,179.08,192.63,221.28,165.73,223.78,230.2,204.02,215.79,232.23,209.07,225.43,210.48,211.72,225.76,169.43,208.35,212.28,176.92,241.96,132.13,131.87,238.66,,27,965,33,26.92,
24.06.23 17:42:33,42.25,190.95,127.99,166.12,194.78,203.2,209.7,199,210.26,187.94,200.67,214.37,171.44,198.94,185.83,204.19,223.97,159.27,182.07,167.95,174.96,212.8,120.94,131.1,191.94,,27,965,33,26.92,
24.06.23 17:42:49,42.52,208.4,151.57,198.3,202.9,218.95,191.11,206.67,247.86,185.4,222.47,198.98,186.26,212.47,214.25,207.36,202.81,158.21,203.79,197.9,201.43,232.56,140.24,144.77,217.06,,27,965,33,26.96,
24.06.23 17:43:04,42.77,164.27,161.22,184.36,200.18,252.37,198.47,212.99,232.24,195.35,223.35,230.45,186.53,200.34,210.76,197.33,238.18,153.2,212.01,186.91,187.06,213.93,145.71,136.22,223.58,,27,965,33,26.98,
24.06.23 17:43:19,43.02,218.9,162.28,196.13,211.42,207.46,180.77,203.82,240.73,199.67,230.12,192.27,173.57,185.18,224.22,223.47,214.48,156.88,200.17,194.78,209.04,205.52,149.57,145.55,227.47,,27,965,33,26.99,
24.06.23 17:43:34,43.27,218.04,173.18,193.43,216.98,230.38,203.05,207.53,232.82,232.58,197.02,228.97,227.51,223.98,215.41,236.36,222.47,162.72,209.56,213.45,214.06,198.89,157.63,159.02,207.99,,27,965,33,27.02,
24.06.23 17:43:49,43.52,202.52,141.82,182.24,184.13,211.17,169.53,209.54,215.89,196.79,211.18,203.22,187.9,219.06,200.44,226.15,209.49,170.51,208.04,191.96,185.36,209.15,131.32,141.39,228.97,,27,965,33,27.02,
24.06.23 17:44:04,43.77,200.3,158.86,185.68,186.51,199.82,158.75,191.7,240.73,216.65,210.04,229.56,171.97,211.9,219.21,216.1,212.42,156.88,205.91,178.59,186.49,229.95,139.15,130.34,255.05,,27,965,33,27.03,
24.06.23 17:44:19,44.02,193.68,168.1,216.22,197.2,236.33,195.06,219.68,245.18,208.1,198.14,223.08,189.54,226.89,221.56,225.85,220.39,152.15,222.2,186.07,212.58,208.59,157.91,142.42,193.64,,27,965,33,27.05,
24.06.23 17:48:04,47.77,190.13,142.84,184.09,184.39,209.17,180.5,189.75,220.15,191.92,177.73,203.22,182.72,205.67,199.87,202.47,197.06,144.86,201.68,176.94,183.66,198.34,131.05,126.53,210.91,,27,965,33,26.53,
24.06.23 17:48:19,48.02,188.77,142.58,183.83,183.08,207.74,179.94,188.64,219.58,190.78,176.38,202.65,182.18,204.54,198.74,201.61,196.78,142.79,201.98,176.4,183.38,197.79,131.05,125.52,210.03,,27,965,33,26.52,
24.06.23 17:48:34,48.27,188.49,141.57,183.3,182.81,206.89,179.67,188.09,219.58,189.64,176.11,201.8,181.64,204.26,197.04,200.75,194.49,142.01,201.98,175.85,182.81,196.42,130.52,124.26,210.61,,27,965,33,26.49,
24.06.23 17:48:49,48.52,187.68,140.04,182.24,181.5,206.03,179.11,188.09,219.58,188.79,174.22,200.95,181.64,203.98,194.78,200.47,194.78,141.5,201.07,175.57,180.84,197.52,129.98,123.25,208.87,,27,965,33,26.48,
24.06.23 17:49:04,48.77,187.14,139.53,181.19,180.71,206.03,178.29,187.53,217.87,188.51,172.87,200.11,181.1,202.29,193.65,199.9,193.92,141.5,199.87,175.3,181.4,195.87,129.98,122.5,207.41,,27,965,33,26.46,
24.06.23 17:49:19,49.02,186.32,138.27,180.4,179.66,205.47,178.01,186.7,218.72,187.09,172.33,200.11,180.83,201.46,192.81,199.9,195.06,140.73,198.37,175.03,181.4,195.87,129.71,121.74,207.41,,27,965,33,26.45,
24.06.23 17:49:34,49.27,185.51,138.27,179.08,179.14,204.05,177.74,186.43,217.02,185.68,171.53,199.55,180.56,200.9,191.13,201.33,193.64,140.21,198.37,175.03,180,194.78,129.44,120.24,206.54,,27,965,33,26.42,
24.06.23 17:49:49,49.52,184.97,138.27,178.04,178.1,204.05,177.74,185.6,215.89,185.4,170.72,198.98,180.02,199.22,190.29,199.9,192.22,139.19,197.17,173.93,179.72,193.42,128.11,120.49,206.83,,27,965,33,26.41,
24.06.23 17:50:04,49.77,184.43,137.26,177.51,177.84,202.63,178.01,184.5,216.74,184.55,169.12,199.26,180.56,198.66,189.45,200.47,190.52,138.42,195.97,174.2,179.44,193.14,128.37,119.49,205.97,,27,965,33,26.39,
24.06.23 17:50:19,50.02,183.89,135.24,177.25,177.58,202.35,176.91,184.22,215.32,183.42,168.85,198.98,179.21,197.27,188.61,201.04,190.52,138.16,195.97,173.39,178.88,193.14,128.37,118.99,207.12,,27,965,33,26.38,
24.06.23 17:50:34,50.27,183.35,134.24,176.99,177.05,201.79,176.36,184.77,215.89,182.02,167.78,199.26,178.67,197.55,186.66,200.47,189.95,138.68,195.08,173.39,178.6,192.6,127.04,118.99,205.97,,27,965,33,26.38,
24.06.23 17:50:49,50.52,183.08,133.98,176.47,176.79,201.22,177.18,183.39,215.6,181.74,166.98,198.98,178.67,196.44,185.83,200.18,189.95,137.65,194.48,174.2,178.32,192.33,127.57,118.24,205.97,,27,965,33,26.35,
24.06.23 17:51:04,50.77,182.54,133.73,175.94,176.27,200.38,176.36,183.39,216.17,181.18,166.98,199.26,178.4,196.16,185,199.33,189.95,138.42,194.78,173.93,178.04,192.06,127.31,117.74,206.54,,27,965,33,26.35,
24.06.23 17:51:19,51.02,182.01,134.24,174.9,175.49,200.38,175.81,182.57,215.04,181.46,165.92,198.42,178.13,194.5,183.62,198.76,188.82,137.14,193.88,172.57,177.2,189.89,127.57,117.24,205.68,,27,965,33,26.35,
24.06.23 17:51:34,51.27,181.74,133.48,175.16,175.49,199.26,176.36,182.02,214.76,179.78,167.25,198.14,177.59,195.06,183.06,199.04,188.82,136.37,192.69,173.39,178.04,189.89,127.31,117.74,206.83,,27,965,33,26.35,
24.06.23 17:51:49,51.52,181.2,133.73,174.64,174.97,198.97,176.08,182.3,213.91,179.22,167.52,198.7,177.59,195.33,183.06,198.19,188.54,135.1,192.69,173.11,177.2,189.89,126.24,116.5,205.68,,27,965,33,26.35,
24.06.23 17:52:04,51.77,180.66,132.23,174.9,174.2,198.97,175.81,181.47,213.07,178.94,167.78,197.86,177.59,194.78,182.51,198.19,187.13,134.85,192.1,173.11,176.92,187.99,125.44,116,205.68,,27,965,33,26.35,
24.06.23 17:52:19,52.02,180.4,130.73,174.64,173.94,198.41,175.81,181.2,212.78,178.38,166.98,197.86,176.79,195.06,181.68,197.33,186.57,134.59,191.21,172.84,175.8,186.92,125.18,115.75,204.23,,27,965,33,26.35,
24.06.23 17:52:34,52.27,180.13,128.98,174.38,173.68,198.41,175.26,181.2,211.94,177.82,166.98,196.46,176.52,194.5,180.58,197.9,186.85,134.59,190.62,172.57,176.08,186.38,126.24,115.5,203.65,,27,965,33,26.35,
24.06.23 17:52:49,52.52,179.86,127.74,173.86,173.16,197.57,175.53,180.65,212.5,177.82,166.98,197.86,176.25,193.67,179.76,197.05,186.57,134.08,191.21,172.57,174.96,186.65,125.18,115.01,204.23,,27,965,33,26.35,
24.06.23 17:53:04,52.77,179.59,127.25,173.08,172.9,197.29,174.99,180.1,211.66,177.27,166.72,196.74,175.18,193.4,179.48,197.9,185.44,133.07,189.73,173.66,176.08,185.03,125.44,115.01,204.52,,27,965,33,26.35,
24.06.23 17:53:19,53.02,179.06,126.75,172.3,172.9,196.17,174.99,180.1,211.1,176.15,166.72,197.02,175.18,192.3,178.93,196.76,185.16,132.31,190.02,172.29,175.8,184.23,125.18,118.74,202.21,,27,965,33,26.35,
24.06.23 17:53:34,53.27,178.79,125.76,171.53,172.9,195.62,174.44,178.74,210.54,175.88,166.72,196.74,174.11,192.3,178.11,196.76,184.88,131.29,190.02,172.57,175.24,184.5,124.64,113.77,201.64,,27,965,33,26.35,
24.06.23 17:53:49,53.52,178.26,125.51,171.53,172.39,194.78,174.16,179.01,210.54,175.88,166.19,195.62,173.84,190.64,177.56,195.91,184.04,131.04,189.13,171.48,174.13,183.69,123.85,112.78,200.78,,27,965,33,26.35,
24.06.23 17:54:04,53.77,178.52,125.26,171.53,172.9,194.5,175.26,178.46,211.38,175.04,165.12,194.78,173.84,191.47,176.47,196.2,184.32,130.53,189.73,172.02,174.41,183.69,123.58,112.53,199.34,,27,965,33,26.35,
24.06.23 17:54:19,54.02,177.19,124.77,170.49,171.61,193.67,173.89,177.92,209.98,174.77,164.33,193.94,173.04,190.1,176.19,195.35,183.48,130.79,189.13,172.02,173.57,183.43,123.05,111.54,199.63,,27,965,33,26.34,
24.06.23 17:54:34,54.27,176.92,123.78,170.75,171.35,193.67,173.89,178.46,209.14,173.94,165.12,194.5,173.04,189.55,175.1,195.63,184.04,130.79,188.84,172.29,174.41,182.89,123.05,112.53,199.92,,27,965,33,26.34,
24.06.23 17:54:49,54.52,176.66,123.53,170.75,170.32,193.11,173.89,177.92,206.91,173.38,165.66,193.94,172.51,189,174.83,195.06,183.2,131.04,188.25,172.02,174.13,182.36,123.32,111.05,199.34,,27,965,33,26.35,
24.06.23 17:55:04,54.77,176.39,124.27,170.75,170.32,193.11,174.16,177.1,206.63,173.1,165.66,192.55,171.71,189,174.01,194.5,182.36,130.03,187.36,171.21,173.57,181.82,122.79,112.53,201.35,,27,965,33,26.35,
24.06.23 17:55:19,55.02,176.12,124.03,170.23,169.81,192.55,173.89,177.37,206.63,173.1,165.12,192.55,171.71,188.45,173.47,194.78,180.97,130.53,187.36,170.93,173.02,181.82,123.32,113.03,201.06,,27,965,33,26.35,
24.06.23 17:55:35,55.28,175.06,122.8,169.72,169.04,192,172.8,176.29,206.91,172.28,164.33,193.38,170.91,188.45,173.2,193.93,181.53,129.78,186.48,170.93,172.46,181.02,122.26,112.53,199.34,,27,965,33,26.35,
24.06.23 17:55:50,55.53,175.33,122.8,169.2,168.27,191.44,173.34,177.37,206.35,172.28,163.01,192.55,170.11,187.9,171.84,193.93,180.41,129.02,186.48,170.39,172.18,181.56,122.26,110.56,197.06,,27,965,33,26.34,
24.06.23 17:56:05,55.78,175.06,122.3,167.91,168.27,190.34,173.07,176.56,206.07,171.17,162.21,191.72,170.38,186.81,171.57,194.21,180.41,128.27,186.48,170.12,171.91,181.02,121.99,112.28,196.77,,27,965,33,26.34,
24.06.23 17:56:20,56.03,175.06,121.81,167.14,168.53,190.34,172.52,176.29,204.96,171.45,161.68,191.99,170.11,187.09,171.3,193.37,180.41,127.26,185.89,170.12,172.18,179.96,122.52,113.03,195.92,,27,965,33,26.34,
24.06.23 17:56:35,56.28,174.26,120.58,166.37,167.76,190.61,172.8,175.47,204.68,170.9,161.95,191.44,168.52,186.54,170.49,192.24,180.97,127.01,185.3,170.12,171.63,179.16,121.99,112.53,193.93,,27,965,33,26.34,
24.06.23 17:56:50,56.53,174.26,120.34,166.63,167.5,190.06,172.8,174.93,204.4,171.17,160.89,191.99,169.32,187.09,170.49,192.24,180.97,126.76,185.3,170.66,171.63,179.96,121.46,110.07,194.21,,27,965,33,26.34,
